Car name,Description,Mileage,Price,Colour,Link
2021 Lexus UX,250H Premium Package,90KM,"$42,572",Atomic Silver,https://www.carpages.ca/new-cars/alberta/edmonton/2021-lexus-ux-6208875/
2021 Lexus UX,250H Premium Package,90KM,"$42,572",Atomic Silver,https://www.carpages.ca/new-cars/alberta/edmonton/2021-lexus-ux-6208833/
2015 Ford C-MAX,Hybrid SEL,"109,504KM","$13,125",Red,https://www.carpages.ca/used-cars/nova-scotia/halifax/2015-ford-c-max-6208620/
2021 Hyundai KONA,Electric Preferred w/ Two-tone  - $293 B/W,CALL,"$49,611",Pulse Red,https://www.carpages.ca/new-cars/ontario/nepean/2021-hyundai-kona-6208524/
2021 Hyundai KONA,Electric Preferred  - Heated Seats - $289 B/W,CALL,"$48,961",Chalk White,https://www.carpages.ca/new-cars/ontario/nepean/2021-hyundai-kona-6208521/
2016 Ford F-150,XLT,"125,306KM","$33,999",Lithium Grey,https://www.carpages.ca/used-cars/ontario/ottawa/2016-ford-f-150-6208260/
2021 Ford F-150,XLT,12KM,"$59,423",Gray,https://www.carpages.ca/new-cars/ontario/niagara-falls/2021-ford-f-150-6208074/
2020 Ford Transit,Cargo Van,10KM,"$46,967",Oxford White,https://www.carpages.ca/new-cars/ontario/oakville/2020-ford-transit-6208056/
2020 Ford Transit,Cargo Van,10KM,"$46,967",Oxford White,https://www.carpages.ca/new-cars/ontario/oakville/2020-ford-transit-6208053/
2021 Toyota Prius,Prime Upgrade  - Navigation - $254 B/W,CALL,"$38,457",Mag Grey Metallic,https://www.carpages.ca/new-cars/ontario/ottawa/2021-toyota-prius-6207888/
2017 Nissan Leaf,SL,"57,645KM","$21,780",Grey,https://www.carpages.ca/used-cars/british-columbia/surrey/2017-nissan-leaf-6207570/
2020 Lexus NX,300h Premium,"6,202KM","$48,491",Eminent White Pearl,https://www.carpages.ca/used-cars/manitoba/winnipeg/2020-lexus-nx-6207138/
2020 Tesla Model 3,STANDARD RANGE PLUS,"16,149KM","$49,880",White,https://www.carpages.ca/used-cars/ontario/scarborough/2020-tesla-model-3-6206934/
2017 Chevrolet Volt,Premier ~ BOSE ~ NAV. ~ REAR CAM. ~ ACCIDENT FREE,"62,300KM","$21,499",Black,https://www.carpages.ca/used-cars/ontario/toronto/2017-chevrolet-volt-6206796/
2009 Toyota Prius,"hybrid,auto,certified","188,100KM","$7,999",White,https://www.carpages.ca/used-cars/ontario/mississauga/2009-toyota-prius-6206745/
2017 Fiat 500,E 500e - No Accdient / Nav / No Dealer Fees / Sunroof,"23,114KM","$17,055",Grey,https://www.carpages.ca/used-cars/british-columbia/richmond/2017-fiat-500-6206487/
2008 Toyota Highlander Hybrid,"HYBRID,AWD,7 PASSENGERS,CERTIFIED,TINTED,SPOILER","160,000KM","$12,495",Blue,https://www.carpages.ca/used-cars/ontario/kitchener/2008-toyota-highlander-hybrid-6206349/
2020 Ford Escape,Titanium Hybrid,25KM,"$38,449",Green,https://www.carpages.ca/new-cars/ontario/brantford/2020-ford-escape-6206304/
2021 Jeep Wrangler,Rubicon Unlimited  - Leather Seats,15KM,"$69,993",Granite Crystal Metallic,https://www.carpages.ca/new-cars/british-columbia/surrey/2021-jeep-wrangler-6205878/
2019 Ford Fusion,Hybrid SEL,"68,460KM","$18,977",Black,https://www.carpages.ca/used-cars/nova-scotia/dartmouth/2019-ford-fusion-6205800/
2018 Lexus RX 450h,Standard Package,"30,000KM","$56,500",Atomic Silver,https://www.carpages.ca/used-cars/alberta/edmonton/2018-lexus-rx-450h-6205734/
2020 Kia NIRO,L,28KM,"$29,150",Black,https://www.carpages.ca/new-cars/ontario/north-york/2020-kia-niro-6205158/
2017 Lexus CT 200h,"Hybrid, Leather, Sunroof, Heated Seats, Bluetooth, Rear Camera, Power Seat, Alloy Wheels and more!","51,000KM","$24,888",White,https://www.carpages.ca/used-cars/ontario/guelph/2017-lexus-ct-200h-6204843/
2015 Toyota Camry,"HYBRID LE, Reverse Camera, Keyless Entry, Cruise Control, Power Package, Alloy Wheels & More!","87,000KM","$16,788",Brown,https://www.carpages.ca/used-cars/ontario/guelph/2015-toyota-camry-6204825/
2021 Toyota Highlander,HYBRID XLE,20KM,"$51,397",White,https://www.carpages.ca/new-cars/saskatchewan/regina/2021-toyota-highlander-6204600/
2019 Ford Fusion,"Hybrid SEL LEATHER, SUNROOF, NAV, HEATED SEATS, WOW!!","57,253KM","$19,995",White,https://www.carpages.ca/used-cars/ontario/kingston/2019-ford-fusion-6203748/
2020 Ford Escape,Titanium Hybrid 4WD  - Sunroof - $247 B/W,5KM,"$40,499",blue metallic,https://www.carpages.ca/new-cars/saskatchewan/prince-albert/2020-ford-escape-6203715/
2021 Ford Explorer,LIMITED,CALL,"$55,299",Agate Black Metallic,https://www.carpages.ca/new-cars/saskatchewan/regina/2021-ford-explorer-6203685/
2019 Hyundai IONIQ,Electric PREFERRED ELECTRIQUE,"23,657KM","$22,750",Bleu,https://www.carpages.ca/used-cars/quebec/st-georges/2019-hyundai-ioniq-6203613/
2021 Jeep Wrangler,ALTITUDE,18KM,"$61,403",Billet Silver Metallic,https://www.carpages.ca/new-cars/ontario/guelph/2021-jeep-wrangler-6203559/
2021 Ford F-150,XLT,CALL,"$59,974",Agate Black Metallic,https://www.carpages.ca/new-cars/ontario/thornhill/2021-ford-f-150-6203241/
2020 Ford Escape,Titanium Hybrid,31KM,"$43,628",Star White Tri-Coat,https://www.carpages.ca/new-cars/ontario/new-hamburg/2020-ford-escape-6203154/
2017 Ford Focus,SE,CALL,"$11,699",Grey,https://www.carpages.ca/used-cars/ontario/embrun/2017-ford-focus-6203103/
2017 Ford Fusion,Energi SE LUXURY | ELECTRIC | SUNROOF | LEATHER | NAV,"58,527KM","$18,888",Dark Grey,https://www.carpages.ca/used-cars/ontario/brantford/2017-ford-fusion-6202158/
2019 Hyundai KONA,Electric Preferred  A/C - Sièges et Volant Chauffant,"17,169KM","$35,994",Red,https://www.carpages.ca/used-cars/quebec/laval/2019-hyundai-kona-6201285/
2021 Toyota Sienna,XLE 8 Passenger,CALL,"$46,278",,https://www.carpages.ca/new-cars/manitoba/winnipeg/2021-toyota-sienna-6200901/
2017 Toyota Prius c,NO ACCIDENT / HYBRID,"9,138KM","$18,995",Grey,https://www.carpages.ca/used-cars/ontario/cambridge/2017-toyota-prius-c-6200430/
2018 Lexus RX 450h,LUXURY PKG NAVI REAR VIEW CAM  BSM LKA PCS ICS,"96,190KM","$44,888",White,https://www.carpages.ca/used-cars/ontario/north-york/2018-lexus-rx-450h-6200292/
2021 Hyundai KONA,Electric Preferred w/ Two-tone,7KM,"$48,624",Pulse Red,https://www.carpages.ca/new-cars/british-columbia/abbotsford/2021-hyundai-kona-6199194/
2019 Lexus UX,250H F Sport Series 1,"22,000KM","$39,995",Cadmium Orange,https://www.carpages.ca/used-cars/alberta/edmonton/2019-lexus-ux-6199074/
2021 Ford Explorer,Limited LIMITED HYBRID AWD,CALL,"$50,799",Black,https://www.carpages.ca/new-cars/ontario/cornwall/2021-ford-explorer-6199056/
2016 Toyota Highlander,Hybrid Limited,"124,735KM","$34,995",Red,https://www.carpages.ca/used-cars/new-brunswick/fredericton/2016-toyota-highlander-6197652/
2021 RAM 1500,Limited,CALL,"$95,840",Ivory White Tri-Coat Pearlcoat,https://www.carpages.ca/new-cars/saskatchewan/saskatoon/2021-ram-1500-6197544/
2019 Ford Fusion,Hybrid Titanium ONLY 47K! **TECHNOLOGY PKG** CLEAN CARPROOF,"47,060KM","$21,990",White,https://www.carpages.ca/used-cars/ontario/scarborough/2019-ford-fusion-6197298/
2021 Toyota Highlander,Hybrid Platinum,CALL,"$58,704",Ruby Flare Pearl,https://www.carpages.ca/new-cars/manitoba/steinbach/2021-toyota-highlander-6196950/
2017 Toyota RAV4,Hybrid LE,"36,619KM","$30,500",Grey,https://www.carpages.ca/used-cars/british-columbia/port-moody/2017-toyota-rav4-6196500/
2020 Ford Transit,Cargo Van,20KM,"$46,535",Oxford White,https://www.carpages.ca/new-cars/ontario/mississauga/2020-ford-transit-6196236/
2020 Ford Escape,Titanium Hybrid,52KM,"$41,023",Agate Black Metallic,https://www.carpages.ca/new-cars/ontario/new-hamburg/2020-ford-escape-6196182/
2020 Ford Escape,Titanium Hybrid,60KM,"$43,499",Star White Tri-Coat,https://www.carpages.ca/new-cars/ontario/new-hamburg/2020-ford-escape-6196185/
2017 Dodge Grand Caravan,SXT,"73,017KM","$17,799",Granite Crystal Metallic,https://www.carpages.ca/used-cars/ontario/new-hamburg/2017-dodge-grand-caravan-6196170/
2021 Ford Transit,Cargo Van,CALL,"$52,674",Oxford White,https://www.carpages.ca/new-cars/ontario/peterborough/2021-ford-transit-6195987/
2020 Chrysler Pacifica,Hybrid - $342 B/W,20KM,"$62,190",Bright White,https://www.carpages.ca/new-cars/ontario/ottawa/2020-chrysler-pacifica-6195264/
2021 Hyundai KONA,Electric Ultimate,CALL,"$56,139",Lake Silv,https://www.carpages.ca/new-cars/ontario/kanata/2021-hyundai-kona-6194952/
2021 Hyundai KONA,Electric Preferred  - $289 B/W,CALL,"$48,939",Chalk Wht,https://www.carpages.ca/new-cars/ontario/kanata/2021-hyundai-kona-6194949/
2020 Tesla Model 3,STANDARD-RANGE-PLUS* RWD* AUTONOMIE-423KM* CAMERA*,"21,725KM","$46,980",Pearl White Multi-Coat,https://www.carpages.ca/used-cars/quebec/saint-hubert/2020-tesla-model-3-6194700/
2020 Tesla Model 3,"PERFORMANCE AUTOPILOT, TRACK MODE!","7,983KM","$69,950",Black,https://www.carpages.ca/used-cars/ontario/burlington/2020-tesla-model-3-6194643/
2016 Tesla Model X,"90D LOADED, VENTILATED FRONT SEATS, SEVEN SEATS","136,704KM","$69,950",Grey,https://www.carpages.ca/used-cars/ontario/burlington/2016-tesla-model-x-6194640/
2014 Toyota Prius,c Four Certified! Navigation Package! We Approve All Credit!,"139,000KM","$10,400",Blue,https://www.carpages.ca/used-cars/ontario/guelph/2014-toyota-prius-6194628/
2009 Ford Escape,Hybrid 4D Utility AWD,"192,804KM","$5,500",Red,https://www.carpages.ca/used-cars/alberta/calgary/2009-ford-escape-6193623/
2014 Tesla Model S,60 kWh Battery,"98,000KM","$36,990",Grey,https://www.carpages.ca/used-cars/ontario/north-york/2014-tesla-model-s-6192597/
2021 Hyundai KONA,Electric PREFERRED: 415KM ALL ELECTRIC RANGE/BLUELINK/SAFETY PKG,7KM,"$48,104",White,https://www.carpages.ca/new-cars/alberta/edmonton/2021-hyundai-kona-6191703/
2018 Mitsubishi Outlander,SE,"55,000KM","$27,798",White,https://www.carpages.ca/used-cars/ontario/barrie/2018-mitsubishi-outlander-6191559/
2019 Toyota Highlander,HYBRID XLE,"43,000KM","$43,180",Black,https://www.carpages.ca/used-cars/ontario/etobicoke/2019-toyota-highlander-6191508/
2020 Ford Explorer,LIMITED,CALL,"$66,999",Rapid Red,https://www.carpages.ca/new-cars/new-brunswick/woodstock/2020-ford-explorer-6191379/
2019 Ford Fusion,Hybrid Titanium,"33,835KM","$24,495",White,https://www.carpages.ca/used-cars/new-brunswick/woodstock/2019-ford-fusion-6191322/
2010 GMC Sierra 1500,Hybrid w/1SJ,"129,000KM","$14,995",White,https://www.carpages.ca/used-cars/ontario/oshawa/2010-gmc-sierra-1500-6191112/
2021 Hyundai KONA,Electric Preferred w/ Two-tone,10KM,"$48,424",Chalk White,https://www.carpages.ca/new-cars/british-columbia/abbotsford/2021-hyundai-kona-6191010/
2021 Hyundai KONA,Electric Ultimate  - Navigation,8KM,"$55,174",Galatic Grey,https://www.carpages.ca/new-cars/british-columbia/abbotsford/2021-hyundai-kona-6191007/
2018 Hyundai Sonata,Hybrid GL  Hybrid/ Bluetooth/ Backup/ Locally Driven,"49,610KM","$22,501",Black,https://www.carpages.ca/used-cars/british-columbia/surrey/2018-hyundai-sonata-6190821/
2021 Jeep Wrangler,Unlimited 80th Anniversary,35KM,"$54,783",Bright White,https://www.carpages.ca/new-cars/ontario/bracebridge/2021-jeep-wrangler-6190563/
2021 Toyota Camry,Hybrid XSE  -  Sunroof -  Navigation,CALL,"$40,606",Wind Chill W,https://www.carpages.ca/new-cars/alberta/high-river/2021-toyota-camry-6190458/
2021 Toyota Prius,TECHNOLOGY ADVANCED AWD-e,CALL,"$37,640",Electric Storm Blue,https://www.carpages.ca/new-cars/alberta/high-river/2021-toyota-prius-6190455/
2016 Toyota RAV4,Hybrid XLE  - Sunroof -  Heated Seats - $179 B/W,"82,718KM","$24,999",Grey,https://www.carpages.ca/used-cars/ontario/mount-hope-hamilton/2016-toyota-rav4-6190317/
2019 Ford Fusion,Energi Titanium TITANIUM | ENERGi | FWD | MOONROOF,"23,170KM","$26,798",Grey,https://www.carpages.ca/used-cars/ontario/kitchener/2019-ford-fusion-6189738/
2019 Ford Fusion,Hybrid Titanium,"50,194KM","$20,991",Ingot Silver Metallic,https://www.carpages.ca/used-cars/ontario/mississauga/2019-ford-fusion-6189567/
2019 Ford Fusion,Hybrid Titanium,"46,322KM","$21,291",Blue,https://www.carpages.ca/used-cars/ontario/mississauga/2019-ford-fusion-6189555/
2019 Ford Fusion,Hybrid Titanium,"48,457KM","$20,981",Silver,https://www.carpages.ca/used-cars/ontario/mississauga/2019-ford-fusion-6189525/
2018 Kia NIRO,"L Hybrid Reverse Camera, Keyless Entry, Heated Seats, Android Auto+Apple CarPlay, Power Pkg & More!","54,000KM","$21,798",Gray,https://www.carpages.ca/used-cars/ontario/guelph/2018-kia-niro-6189324/
2021 Toyota RAV4,HYBRID XLE AWD,CALL,"$37,868.25",40,https://www.carpages.ca/new-cars/manitoba/portage-la-prairie/2021-toyota-rav4-6189093/
2019 Lexus ES,ES 300h,"20,002KM","$41,990",Black,https://www.carpages.ca/used-cars/nova-scotia/halifax/2019-lexus-es-6188826/
2021 Audi Q8,Progressiv,90KM,"$94,022",Glacier White Metallic,https://www.carpages.ca/new-cars/manitoba/winnipeg/2021-audi-q8-6188109/
2021 Audi Q5,Technik,90KM,"$70,807",Daytona Gray Pearl,https://www.carpages.ca/new-cars/manitoba/winnipeg/2021-audi-q5-6188103/
2018 Ford Fusion,Energi ELECTRIC | NAV | LEATHER | SUNROOF | UPGRADED RIMS,"76,204KM","$19,888",Dark Grey,https://www.carpages.ca/used-cars/ontario/brantford/2018-ford-fusion-6188052/
2016 Ford Focus,SE,"95,585KM","$9,089",Magnetic Metallic,https://www.carpages.ca/used-cars/ontario/mississauga/2016-ford-focus-6187269/
2021 Kia Soul,EV* LIMITED* GPS* CUIR* SPECIAL DEMO*,"5,095KM","$47,968",Gris,https://www.carpages.ca/used-cars/quebec/quebec/2021-kia-soul-6187026/
2016 Kia Soul,EV* LUXE* GPS* CUIR* SIEGES VENTILES*,"58,571KM","$15,968",Blanc,https://www.carpages.ca/used-cars/quebec/quebec/2016-kia-soul-6186993/
2021 Kia Soul,EV LIMITED* GPS* CUIR* SPECIAL DEMO*,"5,095KM","$47,968",Gris,https://www.carpages.ca/used-cars/quebec/quebec/2021-kia-soul-6186966/
2016 Kia Soul,EV LUXE* GPS* CUIR* SIEGES VENTILES*,"58,571KM","$15,968",Blanc,https://www.carpages.ca/used-cars/quebec/quebec/2016-kia-soul-6186960/
2016 Kia Soul,EV* GPS* SIEGES CHAUFFANTS* BLUETOOTH*,"82,527KM","$14,768",Bleu,https://www.carpages.ca/used-cars/quebec/quebec/2016-kia-soul-6186951/
2016 Kia Soul,EV GPS* SIEGES CHAUFFANTS* BLUETOOTH*,"82,527KM","$14,768",Bleu,https://www.carpages.ca/used-cars/quebec/quebec/2016-kia-soul-6186942/
2012 Chevrolet Volt,LT ** JAMAIS ACCIDENTÉ**  60 KILOMÈTRE É,"124,848KM","$11,798",Gris,https://www.carpages.ca/used-cars/quebec/st-eustache/2012-chevrolet-volt-6186903/
2021 RAM 1500,Big Horn  -  Remote Start -  Fog Lamps - $326 B/W,20KM,"$66,624",Diamond Blk Cp,https://www.carpages.ca/new-cars/ontario/ottawa/2021-ram-1500-6186765/
2014 Tesla Model S,"P85D AUTOPILOT, TWIN CHARGERS, REAR RECARO SEATING","121,538KM","$59,950",Red,https://www.carpages.ca/used-cars/ontario/burlington/2014-tesla-model-s-6186066/
2017 Tesla Model X,75D I AUTO PILOT I NAVI I COMING SOON,"45,783KM","$81,910",Black,https://www.carpages.ca/used-cars/ontario/vaughan/2017-tesla-model-x-6184908/
2017 Hyundai IONIQ,EV Limited,"33,561KM","$19,995",Grey,https://www.carpages.ca/used-cars/ontario/ottawa/2017-hyundai-ioniq-6184206/
2012 Toyota Camry,LE HYBRID NO ACCIDENTS BEST ON FUEL CERTIFIED,"212,362KM","$7,995",Black,https://www.carpages.ca/used-cars/ontario/london/2012-toyota-camry-6183291/
2021 Jeep Wrangler,RUBICON,19KM,"$67,769",Silver,https://www.carpages.ca/new-cars/manitoba/winnipeg/2021-jeep-wrangler-6183087/
2017 Toyota Camry,XLE HYBRID,"65,833KM","$24,989",Burgundy,https://www.carpages.ca/used-cars/ontario/cambridge/2017-toyota-camry-6182340/
2019 RAM 1500,Limited  Local/ Power Side Steps/ Leather/ Accident Free,"23,468KM","$66,500",Black,https://www.carpages.ca/used-cars/british-columbia/surrey/2019-ram-1500-6181818/
2020 Toyota RAV4,Hybrid Limited  - Leather Seats,CALL,"$45,267",Midnight B,https://www.carpages.ca/new-cars/alberta/high-river/2020-toyota-rav4-6181662/
2021 Jeep Wrangler,Sahara,7KM,"$54,247",Sarge Green,https://www.carpages.ca/new-cars/saskatchewan/saskatoon/2021-jeep-wrangler-6180945/
2020 Audi Q7,Technik,"10,698KM","$77,998",Red,https://www.carpages.ca/used-cars/ontario/thornhill/2020-audi-q7-6180513/
2020 RAM 1500,LARAMIE|Level 2 |Pano Roof|12 Inch Screen,80KM,"$65,580",Gray,https://www.carpages.ca/new-cars/ontario/thornhill/2020-ram-1500-6180474/
2018 Ford Fusion,Hybrid Titanium,"35,414KM","$21,995",White,https://www.carpages.ca/used-cars/nova-scotia/halifax/2018-ford-fusion-6180033/
2021 Lexus UX,250H Luxury Package,90KM,"$47,872",Atomic Silver,https://www.carpages.ca/new-cars/alberta/edmonton/2021-lexus-ux-6179703/
2021 Lexus UX,250H Luxury Package,90KM,"$47,872",Atomic Silver,https://www.carpages.ca/new-cars/alberta/edmonton/2021-lexus-ux-6179679/
2020 Ford Escape,Titanium Hybrid TITANIUM | AWD | HYRBID | PANORAMIC MOONROOF,6KM,"$40,499",Blue,https://www.carpages.ca/new-cars/ontario/kitchener/2020-ford-escape-6179352/
2015 Toyota Prius,"c Hybrid Energy Drive, Bluetooth, One Owner, Local","71,100KM","$18,980",Silver,https://www.carpages.ca/used-cars/british-columbia/vancouver/2015-toyota-prius-6178596/
2014 Ford Focus,SE,"102,786KM","$7,989",Red,https://www.carpages.ca/used-cars/ontario/kingston/2014-ford-focus-6178185/
2019 Ford Fusion,Energi SEL TA,"25,249KM","$19,995",Bleu,https://www.carpages.ca/used-cars/quebec/shawinigan/2019-ford-fusion-6178098/
2011 Ford Escape,XLT,"191,159KM","$5,096",Tuxedo Black Metallic,https://www.carpages.ca/used-cars/ontario/mississauga/2011-ford-escape-6177858/
2021 Ford F-150,XLT,CALL,"$58,715",Carbonized Grey,https://www.carpages.ca/new-cars/ontario/mississauga/2021-ford-f-150-6177846/
2021 Ford Explorer,LIMITED,CALL,"$56,892",Agate Black,https://www.carpages.ca/new-cars/ontario/mississauga/2021-ford-explorer-6177693/
2018 Kia Soul,"EV EV LUXURY NAVIGATION, CUIR, MAGS, BLUETO","59,000KM","$21,487",Noir,https://www.carpages.ca/used-cars/quebec/blainville/2018-kia-soul-6177024/
2010 Toyota Prius,Technology Pkg,"160,602KM","$8,495",Blizzard Pearl,https://www.carpages.ca/used-cars/ontario/markham/2010-toyota-prius-6175854/
2007 Toyota Camry,Hybrid 4D Sedan,"186,566KM","$3,950",Red,https://www.carpages.ca/used-cars/alberta/calgary/2007-toyota-camry-6175080/
2021 Toyota RAV4,HYBRID XLE AWD,3KM,"$38,123.25",03T3,https://www.carpages.ca/new-cars/manitoba/portage-la-prairie/2021-toyota-rav4-6174522/
2017 Fiat 500,E 500e - No Accdient / Nav / No Dealer Fees,"15,517KM","$15,623",Grey,https://www.carpages.ca/used-cars/british-columbia/richmond/2017-fiat-500-6174465/
2018 Toyota Highlander,"Hybrid XLE 4WD, Leather, Sunroof, Navigation, Heated Seats, Toyota SafetySense, Rear Camera, Alloys","51,000KM","$41,488",Black,https://www.carpages.ca/used-cars/ontario/guelph/2018-toyota-highlander-6172980/
2008 Ford Escape,"Hybrid 4WD HYBRID INSPECTED, BCAA MEMBERSHIP, WARRANTY & FINANCING!","39,000KM","$12,795",Blue,https://www.carpages.ca/used-cars/british-columbia/surrey/2008-ford-escape-6172857/
2021 Toyota RAV4,Hybrid Limited LIMITED AWD,CALL,"$45,867.50",White,https://www.carpages.ca/new-cars/saskatchewan/moose-jaw/2021-toyota-rav4-6169332/
2019 Tesla Model 3,"Standard Range Plus, Heated Seats, Autopilot!!","36,600KM","$48,900",Black,https://www.carpages.ca/used-cars/british-columbia/surrey/2019-tesla-model-3-6169311/
2021 Ford Explorer,"Limited 310A - HYBRID, 6-PASSENGER",24KM,"$58,799",Blue,https://www.carpages.ca/new-cars/british-columbia/surrey/2021-ford-explorer-6169173/
2018 Tesla Model 3,"LONG RANGE REAR WHEEL DRIVE AUTOPILOT, CARFAX CLEAN!","42,065KM","$52,700",Black,https://www.carpages.ca/used-cars/ontario/burlington/2018-tesla-model-3-6168816/
2008 Lexus RX 400h,IHYBRID| $0 DOWN - EVERYONE APPROVED!,"222,024KM","$10,988",Black,https://www.carpages.ca/used-cars/alberta/calgary/2008-lexus-rx-400h-6168501/
2017 Chevrolet Volt,LT LEATHER - HEATED SEATS - HEATED STEERING WHEEL,"37,053KM","$26,624",Grey,https://www.carpages.ca/used-cars/british-columbia/north-vancouver/2017-chevrolet-volt-6167070/
2020 Ford Escape,Titanium Hybrid 400A,10KM,"$42,499",Grey,https://www.carpages.ca/new-cars/british-columbia/surrey/2020-ford-escape-6166926/
2018 Toyota Prius,V Auto,"72,246KM","$26,990",Silver,https://www.carpages.ca/used-cars/manitoba/steinbach/2018-toyota-prius-6166785/
2021 Lexus UX,250H Luxury Package,90KM,"$47,872",Eminent White Pearl,https://www.carpages.ca/new-cars/alberta/edmonton/2021-lexus-ux-6166437/
2021 Lexus UX,250H Luxury Package,90KM,"$47,872",Atomic Silver,https://www.carpages.ca/new-cars/alberta/edmonton/2021-lexus-ux-6166434/
2021 Lexus UX,250H Luxury Package,90KM,"$47,872",Nebula Grey Pearl,https://www.carpages.ca/new-cars/alberta/edmonton/2021-lexus-ux-6166422/
2021 Lexus UX,250h F Sport Series 2,90KM,"$51,372",Atomic Silver,https://www.carpages.ca/new-cars/alberta/edmonton/2021-lexus-ux-6166419/
